Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type
REC0520,2023-04-26,161,161,True,None,0,0.0,115,10,1,Intermediate,Warehouse Team,Drug,Controlled,Tube,Storage Room - Drugs,Morning,Wednesday,True,High,New Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0521,2023-11-25,204,204,True,None,0,0.0,114,14,4,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Tuesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Shop Floor
REC0522,2023-03-07,99,99,True,None,0,0.0,46,5,14,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Afternoon,Thursday,False,High,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0523,2023-01-11,24,24,True,None,0,0.0,30,2,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone C,Afternoon,Monday,False,Medium,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0524,2023-04-19,5246,5246,True,None,0,0.0,3688,10,1,Intermediate,Warehouse Team,Drug,OTC,Box,Shop Floor - Zone B,Morning,Monday,False,High,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0525,2023-02-20,819,819,True,None,0,0.0,788,20,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Box,Storage Room - Medical Devices,Morning,Saturday,False,Medium,New Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0526,2023-06-12,860,688,False,Undercount,172,20.0,538,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,High,Current Model,False,Normal,Normal,Combined Method,Quarterly Stock-take,Warehouse
REC0527,2023-07-13,630,630,True,None,0,0.0,585,3,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Medium,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Storage
REC0528,2023-08-21,9072,9072,True,None,0,0.0,4294,17,3,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage
REC0529,2023-12-03,948,948,True,None,0,0.0,478,4,4,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,Medium,Current Model,False,Maintenance Mode,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0530,2023-09-14,17,16,False,Undercount,1,5.88235294117647,19,8,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Evening,Saturday,False,High,New Model,False,Slow,Normal,Manual Count,Regular Stock Check,Warehouse
REC0531,2023-11-03,756,756,True,None,0,0.0,517,4,4,Intermediate,Warehouse Team,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0532,2023-08-17,5412,5412,True,None,0,0.0,2100,6,9,Intermediate,Team Leader,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Evening,Wednesday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0533,2023-07-15,6,6,True,None,0,0.0,10,6,9,Intermediate,Team Leader,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Morning,Thursday,False,High,Old Model,False,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0534,2023-04-23,28,27,False,Undercount,1,3.571428571428571,38,11,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Evening,Thursday,False,Medium,Old Model,True,Normal,Strong,Manual Count,Regular Stock Check,Warehouse
REC0535,2023-05-17,145,127,False,Undercount,18,12.413793103448276,123,20,2,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone C,Afternoon,Saturday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0536,2023-05-22,19,19,True,None,0,0.0,11,18,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0537,2023-01-16,1710,1710,True,None,0,0.0,635,1,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Sunday,False,Medium,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0538,2023-11-17,276,276,True,None,0,0.0,265,17,3,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Evening,Saturday,False,High,Current Model,False,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0539,2023-09-01,11,11,True,None,0,0.0,11,7,3,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Morning,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0540,2023-02-03,588,588,True,None,0,0.0,224,6,9,Intermediate,Team Leader,Drug,Prescription,Blister Pack,Storage Room - Drugs,Morning,Saturday,False,High,Old Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0541,2023-01-28,16,16,True,None,0,0.0,10,9,6,Advanced,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Morning,Saturday,True,Medium,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0542,2023-03-19,217,194,False,Undercount,23,10.599078341013826,136,12,6,Advanced,Warehouse Team,Medical Device,Monitoring,Blister Pack,Shop Floor - Zone C,Morning,Saturday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0543,2023-08-06,1833,1833,True,None,0,0.0,1386,13,13,Basic,Team Leader,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Morning,Monday,False,High,Old Model,True,Normal,Weak,Combined Method,Regular Stock Check,Warehouse
REC0544,2023-04-02,910,910,True,None,0,0.0,742,20,2,Basic,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0545,2023-01-15,1837,1837,True,None,0,0.0,957,7,3,Advanced,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone C,Morning,Wednesday,False,High,Old Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0546,2023-04-13,1008,1008,True,None,0,0.0,416,3,4,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Warehouse - Shop Building Ground Floor,Morning,Saturday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0547,2023-12-03,5688,5688,True,None,0,0.0,6250,19,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Morning,Saturday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0548,2023-10-17,799,709,False,Undercount,90,11.264080100125156,1197,16,5,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Morning,Thursday,False,High,Current Model,False,Maintenance Mode,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0549,2023-02-12,34,34,True,None,0,0.0,23,14,4,Basic,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Morning,Friday,False,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0550,2023-07-02,39,39,True,None,0,0.0,19,18,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0551,2023-08-13,896,896,True,None,0,0.0,853,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Monday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0552,2023-03-15,200,200,True,None,0,0.0,86,17,3,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0553,2023-05-01,14,14,True,None,0,0.0,11,14,4,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Friday,False,Low,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0554,2023-07-29,216,216,True,None,0,0.0,78,9,6,Advanced,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Afternoon,Friday,True,High,Old Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0555,2023-11-04,156,156,True,None,0,0.0,70,4,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Morning,Tuesday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0556,2023-11-18,215,215,True,None,0,0.0,89,8,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Tuesday,False,Medium,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0557,2023-10-18,23,23,True,None,0,0.0,16,19,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0558,2023-02-20,1449,1528,False,Overcount,79,5.4520358868184955,762,10,1,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Evening,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Ad-hoc Check,Storage
REC0559,2023-05-11,15,15,True,None,0,0.0,10,5,14,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone C,Afternoon,Friday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0560,2023-04-30,1089,1089,True,None,0,0.0,1593,1,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone B,Evening,Tuesday,True,Medium,New Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor
REC0561,2023-09-04,51,51,True,None,0,0.0,72,14,4,Basic,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone B,Morning,Friday,False,High,Old Model,False,Slow,Weak,Manual Count,Quarterly Stock-take,Shop Floor
REC0562,2023-01-28,14,13,False,Undercount,1,7.142857142857142,26,20,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Afternoon,Sunday,True,High,Current Model,True,Maintenance Mode,Normal,Manual Count,Ad-hoc Check,Storage
REC0563,2023-02-22,990,990,True,None,0,0.0,926,3,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Evening,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0564,2023-08-01,104,104,True,None,0,0.0,151,16,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Blister Pack,Storage Room - Medical Devices,Morning,Friday,False,Medium,Current Model,True,Maintenance Mode,Weak,Manual Count,Regular Stock Check,Storage
REC0565,2023-11-12,49,49,True,None,0,0.0,49,13,13,Basic,Team Leader,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Morning,Tuesday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0566,2023-09-27,2418,2418,True,None,0,0.0,1404,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone A,Morning,Wednesday,True,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0567,2023-04-10,836,836,True,None,0,0.0,431,6,9,Intermediate,Team Leader,Miscellaneous,Hygiene,Box,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0568,2023-05-06,2279,2279,True,None,0,0.0,1211,12,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Box,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0569,2023-02-12,1833,1833,True,None,0,0.0,1224,18,4,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Morning,Monday,False,Medium,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0570,2023-09-11,1350,1350,True,None,0,0.0,814,6,9,Intermediate,Team Leader,Drug,Controlled,Box,Shop Floor - Zone A,Morning,Tuesday,False,High,New Model,True,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0571,2023-04-06,86,86,True,None,0,0.0,51,6,9,Intermediate,Team Leader,Miscellaneous,Baby Care,Individual,Shop Floor - Zone A,Morning,Friday,False,High,New Model,False,Maintenance Mode,Strong,Combined Method,Quarterly Stock-take,Shop Floor
REC0572,2023-07-10,189,189,True,None,0,0.0,67,13,13,Basic,Team Leader,Drug,Prescription,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0573,2023-03-22,1334,1334,True,None,0,0.0,729,19,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Evening,Friday,False,Medium,Old Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0574,2023-09-13,3186,3186,True,None,0,0.0,1433,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Evening,Monday,False,High,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0575,2023-06-16,944,944,True,None,0,0.0,400,1,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Morning,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0576,2023-05-23,90,90,True,None,0,0.0,60,18,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone C,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0577,2023-11-14,15,15,True,None,0,0.0,10,7,3,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Evening,Sunday,False,Medium,New Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0578,2023-05-22,176,176,True,None,0,0.0,100,6,9,Intermediate,Team Leader,Medical Device,Surgical,Blister Pack,Warehouse - Main Building 3rd Floor,Afternoon,Saturday,False,Medium,Old Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0579,2023-09-19,6399,5840,False,Undercount,559,8.735739959368653,5997,4,4,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone C,Morning,Friday,False,High,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Shop Floor
REC0580,2023-11-07,19,19,True,None,0,0.0,11,15,3,Basic,Pharmacy Staff,Drug,Controlled,Tube,Storage Room - Drugs,Morning,Saturday,False,High,Old Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Storage
REC0581,2023-03-05,430,430,True,None,0,0.0,283,12,6,Advanced,Warehouse Team,Drug,OTC,Bottle,Shop Floor - Zone C,Morning,Friday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0582,2023-02-10,99,99,True,None,0,0.0,42,12,6,Advanced,Warehouse Team,Miscellaneous,Supplements,Tube,Shop Floor - Zone B,Evening,Friday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0583,2023-07-25,870,845,False,Undercount,25,2.8735632183908044,919,2,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Afternoon,Friday,True,Low,New Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0584,2023-12-25,420,420,True,None,0,0.0,157,8,7,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Morning,Friday,True,Medium,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0585,2023-01-04,728,596,False,Undercount,132,18.13186813186813,640,4,4,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor
REC0586,2023-10-15,1280,1280,True,None,0,0.0,549,18,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0587,2023-05-19,22,22,True,None,0,0.0,19,20,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Tuesday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0588,2023-10-13,1708,1446,False,Undercount,262,15.339578454332553,1790,14,4,Basic,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone A,Morning,Sunday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0589,2023-07-08,9,9,True,None,0,0.0,10,16,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Morning,Saturday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0590,2023-09-02,1232,1232,True,None,0,0.0,1654,10,1,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Monday,False,Medium,Current Model,True,Slow,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0591,2023-10-08,1222,1184,False,Undercount,38,3.109656301145663,1868,3,4,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
REC0592,2023-09-27,5472,5472,True,None,0,0.0,4080,15,3,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Morning,Thursday,True,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0593,2023-10-14,987,987,True,None,0,0.0,437,18,4,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Storage Room - Drugs,Morning,Thursday,False,High,Old Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0594,2023-02-27,152,152,True,None,0,0.0,162,18,4,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Storage Room - Drugs,Morning,Tuesday,True,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Storage
REC0595,2023-11-20,97,97,True,None,0,0.0,89,1,7,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0596,2023-09-17,10,10,True,None,0,0.0,10,6,9,Intermediate,Team Leader,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Monday,False,Medium,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0597,2023-01-16,1452,1212,False,Undercount,240,16.528925619834713,1281,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone C,Morning,Monday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor
REC0598,2023-02-14,20,20,True,None,0,0.0,16,10,1,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Shop Floor - Zone C,Morning,Saturday,False,High,Current Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0599,2023-07-16,2635,2757,False,Overcount,122,4.629981024667932,3687,10,1,Intermediate,Warehouse Team,Drug,OTC,Box,Shop Floor - Zone B,Evening,Friday,False,High,New Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor
REC0600,2023-11-04,54,54,True,None,0,0.0,24,4,4,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Saturday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0601,2023-04-15,852,766,False,Undercount,86,10.093896713615024,653,7,3,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Evening,Thursday,False,High,Old Model,True,Normal,Weak,Combined Method,Quarterly Stock-take,Storage
REC0602,2023-12-01,3696,3401,False,Undercount,295,7.981601731601732,3515,7,3,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Afternoon,Monday,False,High,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0603,2023-10-09,165,132,False,Undercount,33,20.0,86,12,6,Advanced,Warehouse Team,Medical Device,Diagnostic,Blister Pack,Storage Room - Medical Devices,Evening,Sunday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0604,2023-11-26,1188,1188,True,None,0,0.0,1266,4,4,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Evening,Tuesday,True,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0605,2023-08-06,35,35,True,None,0,0.0,17,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Evening,Monday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0606,2023-12-27,15,15,True,None,0,0.0,10,12,6,Advanced,Warehouse Team,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Afternoon,Friday,True,High,New Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0607,2023-12-19,750,750,True,None,0,0.0,752,16,5,Intermediate,Pharmacy Staff,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Morning,Monday,False,High,Current Model,False,Slow,Weak,Combined Method,Regular Stock Check,Warehouse
REC0608,2023-03-17,32,31,False,Undercount,1,3.125,30,14,4,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Storage Room - Drugs,Afternoon,Friday,False,High,Old Model,True,Slow,Normal,Combined Method,Quarterly Stock-take,Storage
REC0609,2023-06-21,57,57,True,None,0,0.0,27,19,5,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Evening,Wednesday,False,High,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0610,2023-07-21,1342,1543,False,Overcount,201,14.977645305514159,555,8,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Evening,Monday,False,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0611,2023-09-03,45,45,True,None,0,0.0,40,8,7,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0612,2023-09-18,468,468,True,None,0,0.0,205,1,7,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone C,Morning,Monday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0613,2023-09-16,2292,2292,True,None,0,0.0,1397,17,3,Intermediate,Warehouse Team,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Evening,Wednesday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0614,2023-08-02,430,430,True,None,0,0.0,190,18,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Ad-hoc Check,Warehouse
REC0615,2023-09-06,256,256,True,None,0,0.0,154,8,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Evening,Wednesday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0616,2023-10-18,660,737,False,Overcount,77,11.666666666666666,1129,15,3,Basic,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone B,Evening,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0617,2023-05-17,120,111,False,Undercount,9,7.5,72,17,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone C,Afternoon,Friday,False,High,Current Model,True,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0618,2023-04-23,3350,3667,False,Overcount,317,9.462686567164178,4086,20,2,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Morning,Thursday,False,Medium,Old Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
REC0619,2023-06-05,104,104,True,None,0,0.0,114,18,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Saturday,False,High,Current Model,False,Slow,Normal,Manual Count,Regular Stock Check,Warehouse
REC0620,2023-09-17,1611,1611,True,None,0,0.0,886,15,3,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Evening,Saturday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0621,2023-01-26,67,67,True,None,0,0.0,53,8,7,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone B,Morning,Monday,True,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0622,2023-09-11,18,20,False,Overcount,2,11.11111111111111,20,2,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0623,2023-09-11,664,664,True,None,0,0.0,323,9,6,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Monday,False,Low,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0624,2023-10-12,920,920,True,None,0,0.0,665,8,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone C,Afternoon,Monday,False,High,New Model,True,Slow,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0625,2023-02-08,5684,5684,True,None,0,0.0,3403,3,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Morning,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0626,2023-06-16,45,45,True,None,0,0.0,18,9,6,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone A,Evening,Thursday,False,High,Current Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
