Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0531,2023-11-30,92,90,False,Undercount,2,2.1739130434782608,40.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Shop Floor - Zone B,Afternoon,Thursday,True,High,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0531,None
REC0532,2023-08-18,710,710,True,None,0,0.0,309.0,12,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0532,None
REC0533,2023-07-30,49,58,False,Overcount,9,18.367346938775512,13.0,11,15,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Medical Devices,Evening,Friday,True,Low,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage,SP003,Similar Packaging Confusion
REC0534,2023-11-13,2618,2618,True,None,0,0.0,1527.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Evening,Wednesday,False,High,Current Model,True,Slow,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0534,None
REC0535,2023-09-23,518,518,True,None,0,0.0,431.0,14,5,Basic,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone B,Morning,Thursday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0535,None
REC0536,2023-04-18,780,780,True,None,0,0.0,364.0,20,15,Advanced,Team Leader,Medical Device,Surgical,Box,Storage Room - Medical Devices,Evening,Monday,False,High,Old Model,False,Normal,Weak,Combined Method,Regular Stock Check,Storage,P0536,None
REC0537,2023-04-29,1158,1076,False,Undercount,82,7.081174438687392,1544.0,15,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Afternoon,Wednesday,True,Low,Current Model,False,Normal,Weak,Manual Count,Quarterly Stock-take,Shop Floor,P0537,None
REC0538,2023-06-30,726,726,True,None,0,0.0,456.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Evening,Monday,True,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0538,None
REC0539,2023-01-04,858,878,False,Overcount,20,2.331002331002331,894.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone A,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0539,None
REC0540,2023-01-10,2,1,False,Undercount,1,50.0,10.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0540,None
REC0541,2023-08-20,893,893,True,None,0,0.0,480.0,20,15,Advanced,Team Leader,Miscellaneous,First Aid,Box,Storage Room - Drugs,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0541,None
REC0542,2023-09-11,2479,2479,True,None,0,0.0,1467.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Afternoon,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0542,None
REC0543,2023-05-04,1520,1520,True,None,0,0.0,660.0,15,3,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0543,None
REC0544,2023-10-21,872,872,True,None,0,0.0,669.0,10,6,Advanced,Warehouse Team,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,Medium,Current Model,False,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0544,None
REC0545,2023-08-28,36,36,True,None,0,0.0,24.0,14,5,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Evening,Monday,True,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0545,None
REC0546,2023-07-29,14,14,True,None,0,0.0,10.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone B,Afternoon,Wednesday,True,High,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0546,None
REC0547,2023-03-30,4056,4056,True,None,0,0.0,3595.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Box,Shop Floor - Zone B,Morning,Monday,True,High,Current Model,False,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor,P0547,None
REC0548,2023-12-06,459,459,True,None,0,0.0,435.0,7,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Evening,Thursday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0548,None
REC0549,2023-03-09,1449,1449,True,None,0,0.0,379.0,11,15,Advanced,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Morning,Tuesday,False,High,New Model,True,Maintenance Mode,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0549,None
REC0550,2023-02-19,210,210,True,None,0,0.0,103.0,20,15,Advanced,Team Leader,Drug,OTC,Blister Pack,Shop Floor - Zone A,Afternoon,Wednesday,False,High,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,SP002,Similar Packaging Confusion
REC0551,2023-03-13,430,430,True,None,0,0.0,173.0,16,7,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0551,None
REC0552,2023-08-28,686,686,True,None,0,0.0,590.0,8,3,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Afternoon,Friday,True,Medium,Current Model,True,Slow,Normal,Combined Method,Regular Stock Check,Shop Floor,P0552,None
REC0553,2023-11-26,1140,1140,True,None,0,0.0,625.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Wednesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse,P0553,None
REC0554,2023-10-28,128,128,True,None,0,0.0,60.0,8,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Morning,Tuesday,True,High,New Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0554,None
REC0555,2023-03-26,390,321,False,Undercount,69,17.692307692307693,272.0,13,3,Basic,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone A,Morning,Monday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0555,None
REC0556,2023-02-21,1275,1275,True,None,0,0.0,409.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Morning,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0556,None
REC0557,2023-11-15,5893,5893,True,None,0,0.0,2444.0,7,4,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Afternoon,Friday,False,Medium,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0557,None
REC0558,2023-04-13,12460,12460,True,None,0,0.0,2448.0,20,15,Advanced,Team Leader,Drug,OTC,Blister Pack,Shop Floor - Zone C,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,SP002,Similar Packaging Confusion
REC0559,2023-08-22,1410,1410,True,None,0,0.0,1032.0,8,3,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone A,Morning,Thursday,False,Low,Old Model,False,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0559,None
REC0560,2023-11-01,5184,5184,True,None,0,0.0,2433.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone B,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0560,None
REC0561,2023-09-13,56,49,False,Undercount,7,12.5,72.0,17,2,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone B,Evening,Monday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0561,None
REC0562,2023-10-09,8,9,False,Overcount,1,12.5,10.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,SP003,Similar Packaging Confusion
REC0563,2023-08-12,819,819,True,None,0,0.0,370.0,8,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0563,None
REC0564,2023-03-29,25,26,False,Overcount,1,4.0,17.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Medical Devices,Morning,Monday,True,High,Old Model,True,Slow,Weak,Scanner Count,Ad-hoc Check,Storage,SP003,Similar Packaging Confusion
REC0565,2023-09-29,30,30,True,None,0,0.0,20.0,17,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Morning,Friday,True,High,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0565,None
REC0566,2023-05-22,726,610,False,Undercount,116,15.977961432506888,491.0,12,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Morning,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0566,None
REC0567,2023-10-10,200,200,True,None,0,0.0,93.0,12,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Evening,Monday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0567,None
REC0568,2023-01-21,2652,2438,False,Undercount,214,8.069381598793363,3010.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Afternoon,Friday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0568,None
REC0569,2023-11-15,31,32,False,Overcount,1,3.225806451612903,14.0,4,10,Basic,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone B,Evening,Monday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,SP004,Similar Packaging Confusion
REC0570,2023-09-19,952,952,True,None,0,0.0,528.0,10,6,Advanced,Warehouse Team,Miscellaneous,Baby Care,Box,Shop Floor - Zone A,Afternoon,Saturday,False,Medium,Current Model,True,Maintenance Mode,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0570,None
REC0571,2023-04-07,178,178,True,None,0,0.0,72.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Tube,Shop Floor - Zone C,Afternoon,Wednesday,False,Medium,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0571,None
REC0572,2023-03-19,286,286,True,None,0,0.0,274.0,9,7,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Shop Floor - Zone C,Morning,Friday,False,High,New Model,True,Normal,Normal,Combined Method,Ad-hoc Check,Shop Floor,P0572,None
REC0573,2023-03-05,21,21,True,None,0,0.0,14.0,13,3,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone C,Morning,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0573,None
REC0574,2023-04-23,36,36,True,None,0,0.0,18.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0574,None
REC0575,2023-11-13,7144,7144,True,None,0,0.0,4411.0,3,3,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Saturday,False,Medium,Old Model,True,Maintenance Mode,Weak,Scanner Count,Regular Stock Check,Warehouse,P0575,None
REC0576,2023-09-19,608,680,False,Overcount,72,11.842105263157894,375.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Storage Room - Drugs,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0576,None
REC0577,2023-09-17,4218,4218,True,None,0,0.0,4149.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0577,None
REC0578,2023-09-05,5037,5037,True,None,0,0.0,6207.0,15,3,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Wednesday,False,Low,Current Model,False,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0578,None
REC0579,2023-06-17,2610,2610,True,None,0,0.0,1255.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Evening,Wednesday,False,High,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0579,None
REC0580,2023-06-10,2910,3036,False,Overcount,126,4.329896907216495,1489.0,8,3,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0580,None
REC0581,2023-05-05,6929,6929,True,None,0,0.0,7691.0,15,3,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Sunday,False,Medium,Current Model,True,Slow,Weak,Manual Count,Regular Stock Check,Storage,P0581,None
REC0582,2023-01-13,936,861,False,Undercount,75,8.012820512820513,1431.0,12,4,Intermediate,Warehouse Team,Miscellaneous,First Aid,Box,Shop Floor - Zone B,Evening,Wednesday,False,Low,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0582,None
REC0583,2023-06-13,110,110,True,None,0,0.0,62.0,17,2,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Afternoon,Sunday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0583,None
REC0584,2023-07-03,1782,1782,True,None,0,0.0,704.0,16,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Afternoon,Friday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0584,None
REC0585,2023-10-12,48,47,False,Undercount,1,2.083333333333333,30.0,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Evening,Thursday,False,Low,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,SP004,Similar Packaging Confusion
REC0586,2023-10-07,4512,4512,True,None,0,0.0,3230.0,3,3,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone C,Morning,Monday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0586,None
REC0587,2023-11-27,2015,2015,True,None,0,0.0,2794.0,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Afternoon,Thursday,True,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0587,None
REC0588,2023-05-17,1430,1430,True,None,0,0.0,376.0,6,10,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Afternoon,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0588,None
REC0589,2023-11-24,196,196,True,None,0,0.0,156.0,1,4,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone C,Afternoon,Tuesday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0589,None
REC0590,2023-04-09,42,42,True,None,0,0.0,19.0,15,3,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone B,Evening,Tuesday,False,Medium,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0590,None
REC0591,2023-12-03,8575,8575,True,None,0,0.0,3944.0,8,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone C,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0591,None
REC0592,2023-01-10,5625,5625,True,None,0,0.0,5097.0,19,6,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Shop Floor - Zone B,Evening,Wednesday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0592,None
REC0593,2023-05-28,49,49,True,None,0,0.0,23.0,18,6,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Afternoon,Thursday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0593,None
REC0594,2023-12-08,960,960,True,None,0,0.0,470.0,3,3,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Evening,Tuesday,False,High,Old Model,True,Normal,Strong,Scanner Count,Ad-hoc Check,Shop Floor,P0594,None
REC0595,2023-04-09,200,200,True,None,0,0.0,98.0,9,7,Intermediate,Warehouse Team,Medical Device,Diagnostic,Blister Pack,Warehouse - Main Building 3rd Floor,Morning,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0595,None
REC0596,2023-03-22,49,40,False,Undercount,9,18.367346938775512,66.0,14,5,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage,P0596,None
REC0597,2023-04-05,264,264,True,None,0,0.0,125.0,9,7,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Tuesday,False,Low,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0597,None
REC0598,2023-04-03,1130,1130,True,None,0,0.0,1281.0,16,7,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Morning,Thursday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0598,None
REC0599,2023-12-09,26,26,True,None,0,0.0,39.0,1,4,Basic,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Morning,Tuesday,False,Medium,Old Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0599,None
REC0600,2023-10-16,2068,2068,True,None,0,0.0,2501.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Friday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0600,None
REC0601,2023-09-06,390,354,False,Undercount,36,9.230769230769232,251.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Medical Devices,Evening,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,SP002,Similar Packaging Confusion
REC0602,2023-12-18,5110,4663,False,Undercount,447,8.747553816046967,2041.4589318302212,14,5,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone C,Afternoon,Thursday,False,High,Old Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0602,Holiday Rush
REC0603,2023-04-11,8649,8649,True,None,0,0.0,4976.0,13,3,Basic,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0603,None
REC0604,2023-10-08,174,174,True,None,0,0.0,80.0,18,6,Intermediate,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0604,None
REC0605,2023-10-12,48,40,False,Undercount,8,16.666666666666664,27.0,20,15,Advanced,Team Leader,Drug,OTC,Tube,Shop Floor - Zone C,Morning,Tuesday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0605,None
REC0606,2023-03-10,13509,13509,True,None,0,0.0,5827.0,12,4,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Evening,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0606,None
REC0607,2023-03-04,1440,1440,True,None,0,0.0,592.0,2,4,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone C,Afternoon,Wednesday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0607,None
REC0608,2023-11-03,286,286,True,None,0,0.0,93.0,11,15,Advanced,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0608,None
REC0609,2023-09-01,7260,7260,True,None,0,0.0,1890.0,11,15,Advanced,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0609,None
REC0610,2023-03-25,1848,1848,True,None,0,0.0,890.0,7,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Afternoon,Friday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0610,None
REC0611,2023-05-03,18,18,True,None,0,0.0,10.0,4,10,Basic,Warehouse Team,Miscellaneous,Hygiene,Individual,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0611,None
REC0612,2023-11-05,2852,2852,True,None,0,0.0,646.0,11,15,Advanced,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0612,None
REC0613,2023-04-21,963,1045,False,Overcount,82,8.515057113187954,900.0,3,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0613,None
REC0614,2023-07-28,1323,1323,True,None,0,0.0,648.0,19,6,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Afternoon,Thursday,True,High,Current Model,False,Slow,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0614,None
REC0615,2023-01-18,990,990,True,None,0,0.0,516.0,5,8,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Afternoon,Sunday,False,Low,Current Model,True,Slow,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0615,None
REC0616,2023-01-30,2,2,True,None,0,0.0,10.0,19,6,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Evening,Thursday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0616,None
REC0617,2023-03-13,20,20,True,None,0,0.0,10.0,8,3,Intermediate,Pharmacy Staff,Drug,Controlled,Tube,Storage Room - Drugs,Morning,Sunday,False,High,New Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0617,None
REC0618,2023-05-07,2332,2332,True,None,0,0.0,1431.0,15,3,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone A,Afternoon,Monday,False,Medium,Current Model,False,Normal,Strong,Combined Method,Quarterly Stock-take,Shop Floor,P0618,None
REC0619,2023-09-12,2597,2426,False,Undercount,171,6.584520600693107,3804.0,17,2,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone B,Evening,Friday,False,High,Old Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0619,None
REC0620,2023-06-02,5704,5704,True,None,0,0.0,2755.0,9,7,Intermediate,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Afternoon,Thursday,False,High,Old Model,False,Slow,Normal,Scanner Count,Ad-hoc Check,Storage,P0620,None
REC0621,2023-11-06,1911,1911,True,None,0,0.0,1351.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Shop Floor - Zone A,Evening,Wednesday,False,High,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0621,None
REC0622,2023-08-25,10335,10335,True,None,0,0.0,12402.0,13,3,Basic,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Morning,Saturday,True,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage,P0622,None
REC0623,2023-01-16,1776,1776,True,None,0,0.0,1959.0,16,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Friday,False,Medium,Current Model,False,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0623,None
REC0624,2023-03-10,18915,18915,True,None,0,0.0,10120.0,19,6,Intermediate,Warehouse Team,Drug,Refrigerated,Bottle,Storage Room - Drugs,Morning,Tuesday,False,Low,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0624,None
REC0625,2023-02-24,90,90,True,None,0,0.0,69.0,8,3,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0625,None
REC0626,2023-02-10,996,996,True,None,0,0.0,961.0,9,7,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Evening,Tuesday,False,High,Current Model,True,Maintenance Mode,Strong,Combined Method,Regular Stock Check,Shop Floor,P0626,None
REC0627,2023-08-11,465,437,False,Undercount,28,6.021505376344086,208.0,19,6,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Afternoon,Wednesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0627,None
REC0628,2023-08-20,9215,8261,False,Undercount,954,10.352685838307107,6111.0,14,5,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone C,Afternoon,Wednesday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0628,None
REC0629,2023-08-19,1576,1576,True,None,0,0.0,581.0,6,10,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Sunday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,SP003,Similar Packaging Confusion
